Length,price_clean,cluster
6.82,65000.0,0
9.8,65000.0,0
10.5,65000.0,0
10.8,65000.0,0
9.83,65000.0,0
10.5,65000.0,0
7.32,65000.0,0
6.09,65000.0,0
10.4,65000.0,0
12.8,65000.0,0
9.31,65000.0,0
11.0,64990.0,0
7.57,65000.0,0
10.43,65000.0,0
10.5,65000.0,0
9.59,65000.0,0
11.68,65000.0,0
7.8,65000.0,0
8.23,65000.0,0
8.1,65000.0,0
8.8,65000.0,0
15.0,65000.0,0
11.58,65000.0,0
16.4,65000.0,0
10.54,65000.0,0
10.8,65000.0,0
10.5,65000.0,0
10.5,65000.0,0
7.5,66240.0,0
8.1,66043.0,0
8.56,66000.0,0
7.12,66000.0,0
7.19,66000.0,0
8.17,66000.0,0
8.23,65990.0,0
7.48,65990.0,0
7.65,65900.0,0
8.17,65900.0,0
7.88,65900.0,0
6.55,65870.0,0
6.99,65800.0,0
8.13,67900.0,0
6.6,67816.0,0
17.36,67750.0,1
6.0,72500.0,0
9.0,67500.0,0
8.91,67500.0,0
7.75,67500.0,0
8.46,67500.0,0
13.3,67500.0,0
7.1,72900.0,0
8.7,67300.0,0
6.4,72700.0,0
10.7,72000.0,0
6.8,67000.0,0
16.07,69000.0,0
10.0,68990.0,0
7.15,68900.0,0
10.0,68900.0,0
7.62,68900.0,0
6.2,68900.0,0
6.5,68900.0,0
9.46,68900.0,0
7.45,68700.0,0
8.1,68700.0,0
8.1,68700.0,0
8.86,68600.0,0
13.5,69000.0,0
13.5,69000.0,0
8.95,69000.0,0
11.21,69000.0,0
10.77,69000.0,0
9.4,69000.0,0
6.8,69000.0,0
10.0,69000.0,0
7.0,69000.0,0
11.15,69000.0,0
9.33,69000.0,0
9.2,69000.0,0
10.0,69000.0,0
11.6,69000.0,0
7.25,69000.0,0
17.0,69000.0,1
7.1,69900.0,0
10.3,69900.0,0
8.95,69900.0,0
6.28,75521.0,0
7.8,69853.0,0
7.78,74950.0,0
7.99,69800.0,0
7.2,69790.0,0
8.91,69750.0,0
7.75,69750.0,0
11.82,74800.0,0
11.25,69700.0,0
7.0,69700.0,0
6.71,69650.0,0
10.1,70000.0,0
8.64,70000.0,0
9.21,70000.0,0
12.93,70000.0,0
11.0,70000.0,0
11.6,70000.0,0
12.08,70000.0,0
8.25,70000.0,0
13.5,70000.0,0
7.38,70000.0,0
9.6,70000.0,0
8.5,70000.0,0
11.0,70000.0,0
8.05,69999.0,0
7.19,71500.0,0
8.23,71500.0,0
7.25,77154.0,0
11.15,530000.0,0
7.6,76900.0,0
8.03,71000.0,0
7.3,71000.0,0
8.23,71000.0,0
9.5,71000.0,0
7.88,70990.0,0
6.92,70900.0,0
7.09,70900.0,0
13.8,76500.0,0
6.99,76500.0,0
9.86,73000.0,0
7.69,73000.0,0
11.63,73000.0,0
11.63,73000.0,0
11.25,72900.0,0
7.09,72900.0,0
8.23,72900.0,0
6.22,78800.0,0
7.88,78750.0,0
10.49,72500.0,0
13.58,72500.0,0
7.7,72500.0,0
9.75,72500.0,0
11.28,72500.0,0
9.47,72500.0,0
9.6,74500.0,0
14.5,74500.0,0
11.6,74500.0,0
13.5,74500.0,0
8.74,74500.0,0
8.06,74410.0,0
8.04,74245.0,0
8.23,74229.0,0
6.96,74065.0,0
10.2,80000.0,0
8.4,80000.0,0
12.0,80000.0,0
13.15,80000.0,0
11.65,74000.0,0
16.23,74000.0,0
10.34,75000.0,0
11.91,75000.0,0
8.72,75000.0,0
8.75,75000.0,0
7.5,75000.0,0
9.6,75000.0,0
10.0,75000.0,0
10.95,75000.0,0
8.17,75000.0,0
12.84,75000.0,0
10.0,75000.0,0
11.92,75000.0,0
10.3,75000.0,0
11.95,75000.0,0
8.0,75000.0,0
19.99,75000.0,1
11.44,75000.0,0
13.65,75000.0,0
11.08,75000.0,0
15.12,75000.0,0
11.08,75000.0,0
9.38,75000.0,0
12.15,75000.0,0
9.25,75000.0,0
9.96,75000.0,0
13.1,75000.0,0
7.13,75000.0,0
9.98,75000.0,0
9.4,75000.0,0
9.95,75000.0,0
5.9,83500.0,0
8.8,77231.0,0
8.56,77231.0,0
6.8,83450.0,0
11.75,77000.0,0
14.43,77000.0,0
14.7,77000.0,0
11.0,77000.0,0
10.8,77000.0,0
9.36,77000.0,0
11.58,77000.0,0
9.95,77000.0,0
12.0,77000.0,0
11.6,78900.0,0
7.9,78900.0,0
11.2,78800.0,0
6.68,85000.0,0
7.7,85000.0,0
10.2,85000.0,0
8.9,78540.0,0
8.9,78540.0,0
8.0,78500.0,0
6.96,78500.0,0
9.0,78500.0,0
6.4,84500.0,0
6.4,84329.0,0
9.21,78000.0,0
11.4,78000.0,0
8.89,79000.0,0
9.93,79000.0,0
10.75,79000.0,0
13.5,79000.0,0
12.67,79000.0,0
8.31,79000.0,0
10.8,79000.0,0
10.34,79000.0,0
8.01,79000.0,0
7.35,79000.0,0
7.98,79000.0,0
7.6,79000.0,0
11.64,79000.0,0
9.3,79000.0,0
8.94,79000.0,0
11.4,79000.0,0
9.45,79900.0,0
8.51,79900.0,0
13.5,79900.0,0
8.1,79900.0,0
8.1,79900.0,0
7.93,79900.0,0
8.6,79900.0,0
7.15,79800.0,0
7.45,79800.0,0
8.0,79700.0,0
10.19,79600.0,0
6.7,86000.0,0
7.75,79550.0,0
9.0,79500.0,0
11.34,80000.0,0
14.51,80000.0,0
7.99,80000.0,0
11.62,80000.0,0
12.2,80000.0,0
12.39,80000.0,0
10.67,80000.0,0
10.35,80000.0,0
10.2,80000.0,0
3.45,80000.0,0
9.5,80000.0,0
7.74,80000.0,0
9.77,80000.0,0
11.5,80000.0,0
10.6,80000.0,0
12.19,80000.0,0
9.39,89500.0,0
10.11,82500.0,0
13.85,82500.0,0
14.35,82500.0,0
10.35,82500.0,0
9.0,82350.0,0
9.7,89000.0,0
6.8,89000.0,0
6.93,89000.0,0
9.6,82000.0,0
12.5,82000.0,0
11.1,82000.0,0
11.2,82000.0,0
10.15,82000.0,0
8.56,82000.0,0
6.84,84950.0,0
11.58,84900.0,0
9.0,84900.0,0
13.0,84900.0,0
8.1,84900.0,0
7.95,84900.0,0
7.93,84900.0,0
10.84,84600.0,0
13.72,84500.0,0
10.8,84500.0,0
9.7,84500.0,0
11.2,84500.0,0
9.3,84500.0,0
8.1,90909.0,0
8.52,625000.0,0
9.45,625000.0,0
7.75,85000.0,0
10.3,85000.0,0
11.68,85000.0,0
11.3,85000.0,0
11.46,85000.0,0
12.5,85000.0,0
14.0,85000.0,0
10.35,85000.0,0
16.3,85000.0,0
9.6,85000.0,0
10.0,85000.0,0
9.81,85000.0,0
10.6,85000.0,0
9.95,85000.0,0
11.9,85000.0,0
10.5,85000.0,0
10.5,87000.0,0
9.0,86990.0,0
6.98,86990.0,0
8.1,86900.0,0
8.03,86900.0,0
6.8,86790.0,0
7.7,86590.0,0
6.65,86500.0,0
8.3,86449.0,0
7.49,93210.0,0
5.99,92500.0,0
9.0,92500.0,0
7.65,93000.0,0
2.36,93000.0,0
7.6,93000.0,0
10.0,88900.0,0
6.8,96000.0,0
7.57,96000.0,0
8.42,96000.0,0
9.39,96000.0,0
8.7,88750.0,0
6.99,95940.0,0
9.0,88700.0,0
7.67,88658.0,0
9.5,95000.0,0
9.9,95000.0,0
6.09,88500.0,0
7.67,95500.0,0
6.58,95307.0,0
14.27,88000.0,0
8.36,88000.0,0
11.2,89000.0,0
8.91,89000.0,0
13.1,89000.0,0
26.0,89000.0,1
10.45,89000.0,0
10.25,89000.0,0
12.3,89000.0,0
12.0,89000.0,0
12.5,89000.0,0
10.78,89000.0,0
11.3,89000.0,0
7.98,89000.0,0
11.2,89000.0,0
14.5,89000.0,0
8.8,89000.0,0
10.61,89000.0,0
12.0,89900.0,0
8.76,89900.0,0
11.55,89900.0,0
12.5,89900.0,0
8.13,89900.0,0
6.96,89900.0,0
10.2,89900.0,0
9.02,89900.0,0
13.8,89900.0,0
7.2,89650.0,0
7.3,89650.0,0
7.04,96900.0,0
6.4,96900.0,0
6.25,96856.0,0
14.0,89500.0,0
18.55,89500.0,1
6.65,99000.0,0
7.3,91415.0,0
7.56,98000.0,0
7.56,98000.0,0
9.96,91200.0,0
9.4,98500.0,0
7.56,90900.0,0
11.0,90750.0,0
11.0,90750.0,0
6.53,97800.0,0
7.8,90282.0,0
13.98,90000.0,0
10.67,90000.0,0
9.4,90000.0,0
12.48,90000.0,0
10.6,90000.0,0
8.25,95000.0,0
8.72,94900.0,0
10.22,94900.0,0
12.9,94800.0,0
10.3,94750.0,0
7.01,102168.0,0
11.6,94500.0,0
7.89,94100.0,0
11.4,94000.0,0
10.82,94000.0,0
11.95,94000.0,0
11.5,94000.0,0
12.0,699000.0,0
8.5,93900.0,0
9.5,95000.0,0
11.0,95000.0,0
11.98,95000.0,0
12.3,95000.0,0
14.0,95000.0,0
11.2,95000.0,0
11.4,95000.0,0
10.05,95000.0,0
9.7,95000.0,0
9.9,95000.0,0
12.0,95000.0,0
10.22,95000.0,0
10.1,95000.0,0
9.5,95000.0,0
13.41,95000.0,0
11.99,95000.0,0
8.0,97733.0,0
7.11,97650.0,0
7.6,97631.0,0
7.3,97625.0,0
12.1,97500.0,0
10.5,97500.0,0
10.8,97500.0,0
7.0,725000.0,0
7.16,105000.0,0
8.0,105000.0,0
7.9,104900.0,0
6.9,104900.0,0
12.5,97000.0,0
10.59,97000.0,0
12.5,97000.0,0
10.6,97000.0,0
11.0,98500.0,0
12.0,98500.0,0
11.2,98500.0,0
10.6,98500.0,0
11.14,98500.0,0
10.0,98500.0,0
7.66,98500.0,0
11.0,98500.0,0
8.3,98300.0,0
9.0,98190.0,0
12.45,98000.0,0
14.9,98000.0,0
10.58,98000.0,0
13.15,99000.0,0
11.95,99000.0,0
8.91,99000.0,0
7.17,99000.0,0
9.3,99000.0,0
10.4,99000.0,0
9.3,99000.0,0
9.0,99000.0,0
15.0,99000.0,0
12.5,99000.0,0
14.64,99000.0,0
10.22,99000.0,0
8.91,99000.0,0
8.18,99000.0,0
10.08,99000.0,0
8.0,99000.0,0
9.25,99900.0,0
20.5,99900.0,1
12.35,99900.0,0
8.08,99900.0,0
12.2,99900.0,0
12.65,99900.0,0
9.12,99900.0,0
12.15,99900.0,0
12.15,99900.0,0
8.25,99890.0,0
9.05,99800.0,0
8.0,99800.0,0
7.3,99800.0,0
7.8,99780.0,0
33.32,99750.0,1
22.5,99750.0,1
9.0,101000.0,0
15.0,750000.0,1
8.0,100800.0,0
8.8,100185.0,0
12.7,100000.0,0
8.5,100000.0,0
14.67,100000.0,0
10.5,100000.0,0
11.3,100000.0,0
9.95,100000.0,0
12.74,100000.0,0
10.74,100000.0,0
11.8,100000.0,0
13.6,100000.0,0
17.16,100000.0,1
15.0,100000.0,0
8.9,105000.0,0
11.93,105000.0,0
12.66,105000.0,0
11.5,105000.0,0
11.34,105000.0,0
8.88,105000.0,0
7.98,105000.0,0
7.57,105000.0,0
16.72,105000.0,1
11.52,105000.0,0
9.2,105000.0,0
10.21,105000.0,0
13.94,105000.0,0
10.22,105000.0,0
10.35,105000.0,0
8.25,105000.0,0
9.95,109000.0,0
7.62,108992.0,0
6.4,108900.0,0
6.6,117585.0,0
7.1,108000.0,0
9.96,108000.0,0
16.9,108000.0,1
12.9,108000.0,0
11.9,108000.0,0
9.96,107880.0,0
13.4,107500.0,0
11.0,107400.0,0
6.55,798000.0,0
6.8,115000.0,0
8.12,115700.0,0
11.87,110000.0,0
11.71,109990.0,0
10.5,109950.0,0
7.4,109900.0,0
7.4,109900.0,0
7.54,109900.0,0
8.05,109900.0,0
9.12,109900.0,0
11.6,118800.0,0
7.4,109880.0,0
13.5,109500.0,0
8.0,111950.0,0
12.0,111925.0,0
12.0,111925.0,0
8.74,111600.0,0
8.9,111350.0,0
8.9,111350.0,0
6.93,120000.0,0
9.95,111000.0,0
7.6,119900.0,0
14.95,825000.0,1
6.2,119398.0,0
8.0,110200.0,0
6.65,119000.0,0
12.0,119000.0,0
11.66,110000.0,0
13.2,110000.0,0
9.0,115000.0,0
11.37,115000.0,0
10.8,115000.0,0
10.85,115000.0,0
10.06,115000.0,0
10.5,115000.0,0
11.95,115000.0,0
10.0,115000.0,0
10.0,115000.0,0
11.95,115000.0,0
15.0,115000.0,0
11.7,115000.0,0
7.9,114990.0,0
9.5,114969.0,0
13.0,114900.0,0
12.8,117000.0,0
8.6,116537.0,0
8.0,116500.0,0
10.2,125000.0,0
7.21,125500.0,0
9.43,116000.0,0
13.4,116000.0,0
13.5,116000.0,0
11.0,115900.0,0
7.89,115900.0,0
6.73,125093.0,0
8.23,125000.0,0
8.4,125000.0,0
9.14,115500.0,0
9.5,119000.0,0
15.36,119000.0,0
11.8,119000.0,0
11.8,119000.0,0
12.0,119000.0,0
10.1,119000.0,0
10.08,119000.0,0
7.65,119000.0,0
11.51,119000.0,0
11.0,119000.0,0
7.7,119000.0,0
11.95,119000.0,0
11.56,119000.0,0
7.01,119000.0,0
6.7,119000.0,0
7.48,119000.0,0
6.5,120000.0,0
12.0,120000.0,0
11.3,120000.0,0
11.78,120000.0,0
9.14,120000.0,0
15.34,120000.0,0
11.7,120000.0,0
13.68,120000.0,0
10.75,120000.0,0
23.67,120000.0,1
12.06,120000.0,0
14.49,120000.0,0
10.94,120000.0,0
11.97,119999.0,0
10.7,119990.0,0
11.0,119990.0,0
7.4,130000.0,0
8.06,130910.0,0
8.8,129900.0,0
14.0,899000.0,0
7.0,898000.0,0
9.31,896900.0,0
8.15,130290.0,0
7.5,129800.0,0
11.0,120000.0,0
14.91,120000.0,0
14.0,120000.0,0
16.5,120000.0,1
11.96,120000.0,0
11.01,120000.0,0
11.4,120000.0,0
14.38,125000.0,0
11.37,125000.0,0
11.25,125000.0,0
12.1,125000.0,0
10.35,125000.0,0
11.43,125000.0,0
11.33,124900.0,0
9.02,124900.0,0
9.99,124900.0,0
9.5,124900.0,0
7.9,124900.0,0
8.3,124900.0,0
13.0,124900.0,0
12.81,124900.0,0
9.0,124800.0,0
11.0,124712.0,0
12.96,126000.0,0
12.62,126000.0,0
10.64,125990.0,0
9.12,125900.0,0
12.39,135000.0,0
7.7,136000.0,0
8.65,135340.0,0
17.6,125000.0,1
10.67,125000.0,0
12.53,125000.0,0
11.93,125000.0,0
9.0,125000.0,0
10.16,125000.0,0
9.1,129000.0,0
10.13,129000.0,0
11.96,129000.0,0
9.99,129000.0,0
12.04,129000.0,0
11.75,129000.0,0
18.0,129000.0,1
11.0,129000.0,0
13.5,129000.0,0
11.8,129000.0,0
11.75,129000.0,0
13.12,129000.0,0
12.8,129000.0,0
12.9,129000.0,0
9.98,129000.0,0
11.2,129000.0,0
7.96,130000.0,0
12.66,130000.0,0
13.9,130000.0,0
13.41,130000.0,0
11.7,130000.0,0
13.51,130000.0,0
12.8,130000.0,0
12.35,130000.0,0
9.12,130000.0,0
11.89,130000.0,0
14.11,130000.0,0
10.22,130000.0,0
14.7,130000.0,0
9.4,130000.0,0
14.6,130000.0,0
13.0,130000.0,0
10.19,145000.0,0
12.5,134000.0,0
8.65,134000.0,0
7.35,134000.0,0
13.8,134000.0,0
8.1,133900.0,0
11.77,995000.0,0
9.99,995000.0,0
12.0,133500.0,0
12.0,133500.0,0
8.0,144000.0,0
8.65,133200.0,0
18.0,133000.0,1
11.25,133000.0,0
7.75,135000.0,0
15.52,135000.0,0
12.26,135000.0,0
12.19,135000.0,0
17.36,135000.0,1
11.34,135000.0,0
9.6,135000.0,0
15.0,135000.0,0
12.19,135000.0,0
12.9,135000.0,0
10.8,135000.0,0
13.6,135000.0,0
12.66,135000.0,0
12.9,135000.0,0
12.47,135000.0,0
9.0,135000.0,0
13.45,139000.0,0
10.0,139000.0,0
10.0,139000.0,0
12.65,139000.0,0
9.12,139000.0,0
11.93,139000.0,0
5.5,139000.0,0
9.99,139000.0,0
10.7,139000.0,0
12.95,139000.0,0
10.22,139000.0,0
10.5,139000.0,0
8.15,138810.0,0
9.85,150000.0,0
12.0,140000.0,0
13.5,140000.0,0
14.0,140000.0,0
8.0,151285.0,0
12.34,139900.0,0
11.65,139900.0,0
12.9,139900.0,0
11.75,139900.0,0
8.6,139900.0,0
8.9,139900.0,0
11.95,139900.0,0
26.08,139500.0,1
27.8,139500.0,1
11.0,139500.0,0
8.45,139500.0,0
7.9,143819.0,0
11.74,155000.0,0
11.25,143000.0,0
8.1,142900.0,0
9.96,142800.0,0
7.7,142700.0,0
7.85,142576.0,0
12.5,142500.0,0
9.19,142500.0,0
10.6,142000.0,0
12.9,142000.0,0
11.2,142000.0,0
8.1,141900.0,0
9.12,145900.0,0
9.85,145800.0,0
9.95,145400.0,0
13.8,145000.0,0
13.0,145000.0,0
14.99,145000.0,0
11.9,145000.0,0
10.25,145000.0,0
11.5,145000.0,0
12.4,145000.0,0
14.08,145000.0,0
15.11,145000.0,0
8.89,145000.0,0
11.56,145000.0,0
14.11,145000.0,0
12.8,145000.0,0
11.33,149000.0,0
7.32,149000.0,0
14.1,149000.0,0
13.7,149000.0,0
14.95,149000.0,0
14.9,149000.0,0
10.8,149000.0,0
13.15,149000.0,0
9.9,149000.0,0
15.0,149000.0,0
9.7,149000.0,0
12.99,149000.0,0
11.4,148700.0,0
8.13,148500.0,0
15.0,149900.0,0
8.5,149900.0,0
10.1,149900.0,0
14.6,149900.0,0
22.95,149900.0,1
8.07,149600.0,0
13.8,149500.0,0
12.45,149500.0,0
15.7,149500.0,0
16.7,149500.0,1
8.85,149500.0,0
7.65,149500.0,0
11.45,149500.0,0
13.7,149500.0,0
10.2,149500.0,0
7.89,151310.0,0
7.89,151310.0,0
7.89,151310.0,0
9.23,150892.0,0
7.99,150565.0,0
7.8,162500.0,0
9.25,150000.0,0
14.0,150000.0,0
7.47,150000.0,0
13.8,150000.0,0
13.7,150000.0,0
11.4,150000.0,0
11.78,150000.0,0
13.53,150000.0,0
17.12,150000.0,1
13.1,150000.0,0
9.3,155000.0,0
14.85,155000.0,0
12.25,155000.0,0
14.95,155000.0,0
10.57,155000.0,0
11.95,155000.0,0
9.23,155000.0,0
11.1,155000.0,0
15.0,155000.0,0
9.3,155000.0,0
11.7,155000.0,0
12.65,155000.0,0
14.26,155000.0,0
10.7,155000.0,0
15.88,155000.0,0
12.4,155000.0,0
13.9,159000.0,0
8.0,159000.0,0
12.13,159000.0,0
7.89,159000.0,0
23.8,159000.0,1
11.33,159000.0,0
14.25,159000.0,0
12.6,159000.0,0
6.38,159000.0,0
19.94,159000.0,1
13.67,159000.0,0
7.93,159000.0,0
15.6,159000.0,0
12.5,159000.0,0
14.02,159000.0,0
9.23,159000.0,0
15.2,160000.0,0
13.33,160000.0,0
7.6,160000.0,0
11.0,160000.0,0
12.95,160000.0,0
11.4,160000.0,0
10.0,160000.0,0
10.99,160000.0,0
9.48,160000.0,0
11.5,160000.0,0
11.47,160000.0,0
11.2,160000.0,0
11.35,160000.0,0
19.59,160000.0,1
11.88,160000.0,0
10.8,160000.0,0
14.45,165000.0,0
12.0,165000.0,0
9.05,165000.0,0
12.72,165000.0,0
12.95,165000.0,0
8.0,165000.0,0
11.83,165000.0,0
12.98,165000.0,0
9.3,165000.0,0
11.65,165000.0,0
13.29,165000.0,0
12.5,165000.0,0
9.13,165000.0,0
21.6,165000.0,1
10.89,165000.0,0
12.1,165000.0,0
23.0,169000.0,1
12.2,169000.0,0
12.3,169000.0,0
12.0,169000.0,0
14.99,169000.0,0
10.5,169000.0,0
11.0,169000.0,0
14.9,169000.0,0
10.8,169000.0,0
13.7,169000.0,0
10.28,168900.0,0
9.95,168500.0,0
8.0,1250000.0,0
14.8,168000.0,0
13.95,168000.0,0
11.99,168000.0,0
16.0,170000.0,0
15.94,170000.0,0
13.7,170000.0,0
10.57,170000.0,0
14.0,170000.0,0
3.96,170000.0,0
9.98,170000.0,0
9.93,170000.0,0
12.95,170000.0,0
11.0,170000.0,0
11.99,170000.0,0
11.98,170000.0,0
10.98,170000.0,0
14.65,170000.0,0
13.64,170000.0,0
7.5,170000.0,0
15.0,175000.0,0
13.84,175000.0,0
13.45,175000.0,0
7.8,175000.0,0
13.6,175000.0,0
10.57,175000.0,0
12.92,175000.0,0
13.6,175000.0,0
10.4,175000.0,0
11.7,175000.0,0
14.99,175000.0,0
12.64,175000.0,0
11.7,175000.0,0
11.58,175000.0,0
11.9,175000.0,0
6.81,175000.0,0
14.78,179000.0,0
12.5,179000.0,0
11.89,179000.0,0
15.95,179000.0,0
13.2,179000.0,0
12.0,179000.0,0
11.7,179000.0,0
14.5,179000.0,0
13.0,179000.0,0
13.1,179000.0,0
10.7,178900.0,0
10.94,1326600.0,0
14.5,178000.0,0
13.71,178000.0,0
13.0,180000.0,0
10.93,180000.0,0
9.5,180000.0,0
12.5,180000.0,0
11.5,180000.0,0
11.92,180000.0,0
9.8,180000.0,0
9.35,180000.0,0
17.04,180000.0,1
14.59,180000.0,0
13.49,180000.0,0
13.0,180000.0,0
11.92,180000.0,0
11.0,180000.0,0
15.4,180000.0,0
17.9,180000.0,1
13.83,187000.0,0
9.15,187000.0,0
12.74,1387500.0,0
11.9,1387500.0,0
10.52,185900.0,0
9.95,185462.0,0
10.5,185000.0,0
10.67,185000.0,0
14.95,185000.0,0
16.0,185000.0,0
17.0,185000.0,1
14.95,185000.0,0
15.5,185000.0,0
14.9,185000.0,0
18.0,185000.0,1
10.0,1412000.0,0
11.74,205000.0,0
14.0,189500.0,0
14.9,189500.0,0
15.0,189000.0,0
11.7,189000.0,0
14.5,189000.0,0
13.3,189000.0,0
13.96,189000.0,0
15.49,189000.0,0
13.92,189000.0,0
12.1,189000.0,0
15.43,189000.0,0
13.6,189000.0,0
14.4,195000.0,0
11.51,195000.0,0
12.0,195000.0,0
22.0,195000.0,1
13.5,195000.0,0
10.5,195000.0,0
12.0,194900.0,0
12.37,194900.0,0
8.31,194300.0,0
7.6,210000.0,0
9.1,194000.0,0
10.98,194000.0,0
10.85,194000.0,0
9.95,193920.0,0
9.75,209000.0,0
11.65,197500.0,0
13.55,197500.0,0
14.95,197500.0,0
11.0,197431.0,0
10.94,1468500.0,0
18.0,197000.0,1
10.94,197000.0,0
13.8,197000.0,0
13.0,197000.0,0
18.0,196000.0,1
13.2,196000.0,0
10.8,195755.0,0
8.13,210000.0,0
8.13,210000.0,0
13.36,199000.0,0
13.9,199000.0,0
13.22,199000.0,0
10.0,199000.0,0
11.8,199000.0,0
13.29,199000.0,0
13.5,199000.0,0
11.62,199000.0,0
10.44,199000.0,0
11.62,199000.0,0
13.5,199000.0,0
12.0,199000.0,0
11.5,199000.0,0
13.96,199000.0,0
17.15,199000.0,1
10.6,199000.0,0
14.7,200000.0,0
13.4,200000.0,0
11.58,199999.0,0
14.76,199999.0,0
16.2,199990.0,1
13.36,199900.0,0
13.4,199900.0,0
13.1,199900.0,0
9.99,199900.0,0
9.63,199900.0,0
14.85,199900.0,0
10.36,199900.0,0
9.02,199900.0,0
9.23,199900.0,0
13.2,209000.0,0
14.9,209000.0,0
10.9,209000.0,0
10.5,209000.0,0
10.28,209000.0,0
9.1,208500.0,0
10.6,208313.0,0
11.98,208000.0,0
9.8,206000.0,0
18.99,205000.0,1
12.9,205000.0,0
15.2,205000.0,0
11.99,205000.0,0
14.08,205000.0,0
14.99,205000.0,0
12.95,212000.0,0
10.45,212000.0,0
11.0,229000.0,0
11.5,211800.0,0
15.72,1575000.0,1
10.56,211106.0,0
10.2,210900.0,0
15.24,210000.0,0
9.9,210000.0,0
13.13,210000.0,0
15.72,210000.0,0
14.63,210000.0,0
10.92,210000.0,0
13.67,210000.0,0
13.4,210000.0,0
14.88,210000.0,0
11.25,218000.0,0
11.43,218000.0,0
10.95,235000.0,0
11.66,1616900.0,0
9.79,217300.0,0
8.25,216590.0,0
9.8,232900.0,0
9.95,215127.0,0
17.53,215000.0,1
14.59,215000.0,0
14.35,215000.0,0
15.0,215000.0,0
15.9,215000.0,0
9.99,220000.0,0
15.83,220000.0,0
12.9,220000.0,0
11.69,220000.0,0
17.0,220000.0,1
17.83,220000.0,1
11.15,220000.0,0
16.1,220000.0,1
15.0,220000.0,0
9.95,220000.0,0
16.02,220000.0,1
17.28,220000.0,1
12.57,220000.0,0
14.76,220000.0,0
11.7,220000.0,0
23.0,220000.0,1
14.25,225000.0,0
9.99,225000.0,0
13.34,225000.0,0
13.5,225000.0,0
11.2,225000.0,0
14.8,225000.0,0
20.0,225000.0,1
10.07,225000.0,0
12.17,225000.0,0
13.49,225000.0,0
14.95,225000.0,0
14.6,225000.0,0
38.6,225000.0,1
12.08,225000.0,0
14.7,225000.0,0
12.96,225000.0,0
14.9,230000.0,0
15.4,230000.0,0
13.07,230000.0,0
11.37,230000.0,0
10.6,230000.0,0
13.36,230000.0,0
12.0,230000.0,0
12.74,230000.0,0
9.99,230000.0,0
14.99,230000.0,0
10.98,230000.0,0
17.92,230000.0,1
13.8,230000.0,0
10.2,230000.0,0
12.5,230000.0,0
12.0,229900.0,0
17.05,238000.0,1
9.7,238000.0,0
12.88,238000.0,0
8.75,238000.0,0
9.99,237700.0,0
9.99,237700.0,0
10.87,237500.0,0
42.58,237500.0,1
9.8,256740.0,0
9.98,237000.0,0
8.24,255468.0,0
18.5,236250.0,1
9.15,254800.0,0
11.9,240000.0,0
11.62,240000.0,0
11.5,240000.0,0
12.01,240000.0,0
11.5,240000.0,0
12.17,240000.0,0
15.49,240000.0,0
10.12,240000.0,0
13.57,240000.0,0
14.35,240000.0,0
14.96,239900.0,0
9.95,239896.0,0
11.7,239500.0,0
10.56,239190.0,0
11.07,239000.0,0
13.0,245000.0,0
13.12,245000.0,0
12.0,245000.0,0
16.4,245000.0,1
14.95,245000.0,0
14.98,245000.0,0
23.0,245000.0,1
7.8,245000.0,0
12.9,245000.0,0
13.72,245000.0,0
8.75,245000.0,0
18.36,245000.0,1
17.15,245000.0,1
8.23,245000.0,0
11.4,245000.0,0
13.11,245000.0,0
13.8,249500.0,0
12.5,249000.0,0
14.22,249000.0,0
16.8,249000.0,1
16.22,249000.0,1
16.8,249000.0,1
25.38,249000.0,1
9.5,249000.0,0
13.6,249000.0,0
13.99,249000.0,0
11.5,249000.0,0
16.22,249000.0,1
15.42,249000.0,0
10.56,249000.0,0
9.99,249000.0,0
12.75,251388.0,0
7.98,251000.0,0
10.25,251000.0,0
16.04,250000.0,1
22.0,250000.0,1
17.05,250000.0,1
16.13,250000.0,1
15.34,250000.0,0
31.5,250000.0,1
10.9,250000.0,0
20.8,250000.0,1
12.44,250000.0,0
9.95,250000.0,0
12.0,259000.0,0
8.99,259000.0,0
10.03,259000.0,0
14.0,259000.0,0
9.98,259000.0,0
11.4,259000.0,0
14.78,259000.0,0
15.4,259000.0,0
14.6,259000.0,0
8.85,259000.0,0
10.31,259000.0,0
19.8,259000.0,1
14.8,259000.0,0
9.99,1924000.0,0
9.99,258000.0,0
15.5,265000.0,0
13.65,265000.0,0
13.3,265000.0,0
22.3,265000.0,1
15.7,265000.0,0
16.64,265000.0,1
10.7,265000.0,0
13.29,265000.0,0
14.8,265000.0,0
13.8,265000.0,0
14.95,265000.0,0
9.99,265000.0,0
13.0,265000.0,0
18.3,264900.0,1
9.8,264800.0,0
18.3,264500.0,1
13.1,269900.0,0
14.96,269900.0,0
12.0,269500.0,0
17.15,269500.0,1
9.95,269400.0,0
17.05,269000.0,1
12.97,269000.0,0
13.75,269000.0,0
13.12,269000.0,0
12.24,269000.0,0
12.9,269000.0,0
11.99,269000.0,0
18.85,269000.0,1
10.7,269000.0,0
11.43,269000.0,0
16.02,269000.0,1
13.37,275000.0,0
18.65,275000.0,1
13.25,275000.0,0
12.25,275000.0,0
14.96,275000.0,0
14.6,275000.0,0
14.33,275000.0,0
10.7,275000.0,0
16.92,275000.0,1
